id,name,country,rank,base_url,status,catalogue_url,detail
10564,IIT Gandhinagar,India,801-850,,no-website,,no domain or web field in our dataset
10565,Instituto Tecnológico Autonomo de México (ITAM),Mexico,801-850,,no-website,,no domain or web field in our dataset
10566,Middlesex University,United Kingdom,801-850,,no-website,,no domain or web field in our dataset
8407,University of Brighton,United Kingdom,801-850,http://www.bton.ac.uk,ok,https://www.brighton.ac.uk/index.aspx,
10567,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,801-850,,no-website,,no domain or web field in our dataset
10568,Northwest Agriculture and Forestry University,China,801-850,,no-website,,no domain or web field in our dataset
6060,University of Malta,Malta,741-750,http://www.um.edu.mt,ok,https://www.um.edu.mt/courses/,
2533,Ocean University of China,China,801-850,http://www.ouc.edu.cn,ok,http://www.ouc.edu.cn/academics/programs/main.psp,
5812,University of Latvia,Latvia,801-850,http://www.lu.lv,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2873,Universidad de La Habana,Cuba,801-850,http://www.uh.cu,blocked-403,,homepage refuses automated access
10578,Università  degli Studi di Palermo,Italy,801-850,,no-website,,no domain or web field in our dataset
6987,University of Wroclaw,Poland,801-850,http://www.uni.wroc.pl,robots-disallowed,,robots.txt disallows every candidate path
10600,Universidad Anahuac,Mexico,851-900,,no-website,,no domain or web field in our dataset
7547,Qassim University,Saudi Arabia,801-850,http://www.qu.edu.sa,ok,https://www.qu.edu.sa/programs/,
8031,Soochow University,"Taiwan, Province of China",801-850,http://www.scu.edu.tw,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1659,Bangladesh University of Engineering and Technology,Bangladesh,761-770,http://www.buet.ac.bd,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1060,"University of Maryland, Baltimore County",United States,801-850,http://www.umbc.edu,ok,https://umbc.edu/academics/programs,
8463,University of Lincoln,United Kingdom,801-850,http://www.lincoln.ac.uk,ok,https://www.lincoln.ac.uk/,
8565,National University of Uzbekistan,Uzbekistan,721-730,http://www.nuu.uz,ok,https://nuu.uz/study-in-uzbekistan/,
6513,University of Stavanger,Norway,851-900,http://www.uis.no,blocked-403,,homepage refuses automated access
6984,University of Gdansk,Poland,851-900,http://www.univ.gda.pl,ok,https://ug.edu.pl/,
4788,University of Bari,Italy,801-850,http://www.uniba.it,ok,https://validate.perfdrive.com/?ssa=628e4dd1-21df-45c1-a066-10017aabd800&ssb=49047256202&ssc=http%3A%2F%2Fwww.uniba.it%2Facademics%2Fprograms&ssi=24c9871f-dqea-4953-a356-f708a9817ed2&ssk=botmanager_support@radware.com&ssm=20626378005446676106336315258641&ssn=2da521fff89c6d36f84399d6233da2325a4a5502ad08-d82d-4df4-96bac9&sso=06f2d4fd-b7843f8043069e297eefc78f7f721e8018021b11020c85e7&ssp=20467433231788826696178889989079198&ssq=75606617927770930497479277455204162241573&ssr=ODUuMTk0Ljk2LjQw&sst=UnirouteCatalogueSurvey/1.0%20(+educational%20directory;%20contact%20via%20repo)&ssu=&ssv=&ssw=&ssx=eyJyZCI6InVuaWJhLml0IiwidXpteCI6IjdmYzAwMDQwZDM1MmRiLTRhNzItNDAzNC1hOWFlLTE3MWRkNGZkYWZkMjEtMTc4ODg3OTI3NzYxNTAtMDA0ZDRkMDE4MzQyYjcyNGZlNTEwIiwiX191em1mIjoiN2Y5MDAwNTUwMmFkMDgtZDgyZC00ZGY0LTk0ZmQtYjc4NDNmODA0MzA2MS0xNzg4ODc5Mjc3NjE1MC0wMDI1MjdjZjYxNjcxMmVkZjYzMTAifQ==,
8116,Prince of Songkla University,Thailand,851-900,https://www.psu.ac.th,blocked-403,,homepage refuses automated access
8380,University Of Dubai,United Arab Emirates,851-900,http://www.ud.ac.ae,unreachable,,homepage ERR:unreachable
5757,University of Ulsan,South Korea,801-850,http://www.ulsan.ac.kr,ok,https://www.ulsan.ac.kr/resources/Error/404.html,
5553,Chungnam National University,South Korea,851-900,http://www.chungnam.ac.kr,robots-disallowed,,robots.txt disallows every candidate path
1058,"University of Maryland, Baltimore",United States,801-850,http://www.umaryland.edu,ok,https://www.umaryland.edu/academics/,
741,Oklahoma State University,United States,851-900,http://www.okstate.edu,blocked-403,,homepage refuses automated access
8452,Keele University,United Kingdom,801-850,http://www.keele.ac.uk,ok,https://www.keele.ac.uk:443/study/,
5449,Yarmouk University,Jordan,851-900,http://www.yu.edu.jo,robots-disallowed,,robots.txt disallows every candidate path
6519,Dhofar University,Oman,851-900,http://www.du.edu.om,ok,https://www.du.edu.om/programs-and-degrees-offered/,
3685,Universität Duisburg-Essen,Germany,801-850,http://www.uni-duisburg-essen.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10585,Azerbaijan State Oil and Industry University,Azerbaijan,851-900,,no-website,,no domain or web field in our dataset
10586,BINUS UNIVERSITY (Bina Nusantara University),Indonesia,851-900,,no-website,,no domain or web field in our dataset
10587,Catania University,Italy,851-900,,no-website,,no domain or web field in our dataset
10588,China University of Geosciences,China,851-900,,no-website,,no domain or web field in our dataset
4263,University of Hyderabad,India,801-850,http://www.uohyd.ernet.in,timeout,,homepage ERR:timeout
10589,Effat University,Saudi Arabia,851-900,,no-website,,no domain or web field in our dataset
10590,European University of Lefke (EUL),Northern Cyprus,851-900,,no-website,,no domain or web field in our dataset
10591,I.M. Sechenov First Moscow State Medical University,Russia,851-900,,no-website,,no domain or web field in our dataset
10592,Imam Muhammad Ibn Saud Islamic University - IMSIU,Saudi Arabia,851-900,,no-website,,no domain or web field in our dataset
10593,Instituto Politécnico Nacional (IPN),Mexico,851-900,,no-website,,no domain or web field in our dataset
10594,Jiangnan University,China,851-900,,no-website,,no domain or web field in our dataset
10595,Manipal Academy of Higher Education - Manipal University (MAHE),India,851-900,,no-website,,no domain or web field in our dataset
10596,Mendel University in Brno,Czechia,851-900,,no-website,,no domain or web field in our dataset
10597,Multimedia University (MMU),Malaysia,851-900,,no-website,,no domain or web field in our dataset
10598,Nantes University,France,851-900,,no-website,,no domain or web field in our dataset
10599,O. P. Jindal Global University (JGU),India,851-900,,no-website,,no domain or web field in our dataset
10601,Universita' degli Studi della Tuscia,Italy,851-900,,no-website,,no domain or web field in our dataset
10602,Universität Düsseldorf,Germany,851-900,,no-website,,no domain or web field in our dataset
10603,Université de Franche-Comté,France,851-900,,no-website,,no domain or web field in our dataset
10604,Université du Québec,Canada,851-900,,no-website,,no domain or web field in our dataset
10605,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,851-900,,no-website,,no domain or web field in our dataset
10606,"University of Colorado, Denver",United States,851-900,,no-website,,no domain or web field in our dataset
10607,University of Seoul,South Korea,851-900,,no-website,,no domain or web field in our dataset
10608,Verona University,Italy,851-900,,no-website,,no domain or web field in our dataset
10609,Wroclaw University of Science and Technology (WUST),Poland,851-900,,no-website,,no domain or web field in our dataset
8465,Liverpool John Moores University,United Kingdom,851-900,https://www.ljmu.ac.uk,robots-disallowed,,robots.txt disallows every candidate path
2795,Universidad del Rosario,Colombia,781-790,http://www.urosario.edu.co,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5432,German Jordanian University,Jordan,801-850,http://www.gju.edu.jo,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
7773,Universidade de Vigo,Spain,851-900,https://www.uvigo.gal,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1726,Belarusian National Technical University,Belarus,851-900,https://bntu.by,unreachable,,homepage ERR:unreachable
8558,Universidad de Montevideo,Uruguay,801-850,http://www.um.edu.uy,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10622,Universidad Católica del Uruguay (UCU),Uruguay,901-950,,no-website,,no domain or web field in our dataset
8436,University of Greenwich,United Kingdom,801-850,http://www.gre.ac.uk,ok,https://www.gre.ac.uk/study,
10623,Universidad de los Andes Chile,Chile,901-950,,no-website,,no domain or web field in our dataset
10624,Universidad Iberoamericana (UIA),Mexico,901-950,,no-website,,no domain or web field in our dataset
10625,Università degli Studi Roma Tre,Italy,901-950,,no-website,,no domain or web field in our dataset
10626,University at Albany SUNY,United States,901-950,,no-website,,no domain or web field in our dataset
10627,University of Alabama,United States,901-950,,no-website,,no domain or web field in our dataset
1191,Virginia Commonwealth University,United States,901-950,http://vcu.vcu.edu,unreachable,,homepage ERR:unreachable
10628,University of Alaska Fairbanks,United States,901-950,,no-website,,no domain or web field in our dataset
2496,Lanzhou University,China,791-800,http://www.lzu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10629,University of Petroleum and Energy Studies (UPES),India,901-950,,no-website,,no domain or web field in our dataset
8476,Edinburgh Napier University,United Kingdom,851-900,https://www.napier.ac.uk,ok,https://www.napier.ac.uk/page-not-found?item=%2facademics%2fprograms&user=extranet%5cAnonymous&site=website,
1507,Australian Catholic University,Australia,851-900,http://www.acu.edu.au,blocked-403,,homepage refuses automated access
6651,University of Peshawar,Pakistan,901-950,http://www.upesh.edu,unreachable,,homepage ERR:unreachable
10610,Al Jouf University,Saudi Arabia,901-950,,no-website,,no domain or web field in our dataset
1955,Universidade Federal de Santa Catarina,Brazil,801-850,http://www.ufsc.br,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
7186,Altai State University,Russia,851-900,http://www.asu.ru,timeout,,homepage ERR:timeout
8439,University of Hertfordshire,United Kingdom,901-950,http://www.herts.ac.uk,blocked-403,,homepage refuses automated access
643,Michigan Technological University,United States,901-950,http://www.mtu.edu,robots-disallowed,,robots.txt disallows every candidate path
10611,Baku Engineering University,Azerbaijan,901-950,,no-website,,no domain or web field in our dataset
5877,Vilnius Gediminas Technical University,Lithuania,851-900,http://www.vgtu.lt,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1270,Worcester Polytechnic Institute,United States,851-900,http://www.wpi.edu,blocked-403,,403 on /academics/programs
10181,London South Bank University,United Kingdom,901-950,https://www.lsbu.ac.uk,blocked-403,,homepage refuses automated access
6883,University of Santo Tomas,Philippines,851-900,http://www.ust.edu.ph,ok,https://www.ust.edu.ph/academics/programs/,
2232,Université de Sherbrooke,Canada,901-950,http://www.usherb.ca,unreachable,,homepage ERR:unreachable
5549,Chonnam National University,South Korea,901-950,http://www.chonnam.ac.kr,robots-disallowed,,robots.txt disallows every candidate path
4179,Panjab University,India,901-950,http://www.puchd.ac.in,robots-disallowed,,robots.txt disallows every candidate path
10612,Colegio de México,Mexico,901-950,,no-website,,no domain or web field in our dataset
3110,Addis Ababa University,Ethiopia,851-900,http://www.aau.edu.et,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
194,Auburn University,United States,851-900,http://www.auburn.edu,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3722,Universität Rostock,Germany,851-900,http://www.uni-rostock.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5445,Princess Sumaya University for Technology,Jordan,901-950,http://www.psut.edu.jo,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10613,Future University in Egypt,Egypt,901-950,,no-website,,no domain or web field in our dataset
10614,Gazi Üniversitesi,Türkiye,901-950,,no-website,,no domain or web field in our dataset
10615,Gulf University for Science and Technology (GUST),Kuwait,901-950,,no-website,,no domain or web field in our dataset
3106,Tallinn University,Estonia,901-950,http://www.tlu.ee,blocked-403,,homepage refuses automated access
10616,Karaganda Buketov University,Kazakhstan,901-950,,no-website,,no domain or web field in our dataset
5027,Kanazawa University,Japan,901-950,http://www.kanazawa-u.ac.jp,ok,http://www.kanazawa-u.ac.jp/academics,
10617,Lovely Professional University (LPU),India,901-950,,no-website,,no domain or web field in our dataset
10618,Macao Polytechnic University,"Macao SAR, China",901-950,,no-website,,no domain or web field in our dataset
10619,Osaka Metropolitan University,Japan,901-950,,no-website,,no domain or web field in our dataset
10620,Saveetha Institute of Medical And Technical Sciences (SIMATS),India,901-950,,no-website,,no domain or web field in our dataset
7770,Universidad de Valladolid,Spain,901-950,http://www.uva.es,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2330,Beijing Jiaotong University,China,851-900,https://www.bjtu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10621,Universidad Católica Andrés Bello - UCAB,Venezuela (Bolivarian Republic of),901-950,,no-website,,no domain or web field in our dataset
5376,Tokyo University of Agriculture and Technology,Japan,851-900,http://www.tuat.ac.jp,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8092,Khon Kaen University,Thailand,901-950,https://www.kku.ac.th,ok,https://www.kku.ac.th/th/admissions/programs/,
598,Louisiana State University,United States,851-900,http://www.lsu.edu,ok,https://www.lsu.edu/academics/,
10632,CY Cergy Paris University,France,951-1000,,no-website,,no domain or web field in our dataset
10633,Escuela Superior Politécnica del Litoral - ESPOL,Ecuador,951-1000,,no-website,,no domain or web field in our dataset
10634,Hasanuddin University,Indonesia,951-1000,,no-website,,no domain or web field in our dataset
5151,Nagasaki University,Japan,901-950,http://www.nagasaki-u.ac.jp,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8573,Tashkent State Technical University,Uzbekistan,901-950,http://www.tdtu.uz,ok,https://www.tdtu.uz/academics/programs,
7725,Universidad Europea de Madrid,Spain,901-950,http://www.uem.es,robots-disallowed,,robots.txt disallows every candidate path
3762,University of Ghana,Ghana,851-900,http://www.ug.edu.gh,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1613,Azerbaijan Technical University,Azerbaijan,851-900,http://www.aztu.edu.az,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10635,Immanuel Kant Baltic Federal University,Russia,951-1000,,no-website,,no domain or web field in our dataset
7555,Taif University,Saudi Arabia,901-950,http://www.tu.edu.sa,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1455,Universidad Torcuato di Tella,Argentina,951-1000,http://www.utdt.edu,robots-disallowed,,robots.txt disallows every candidate path
7674,University of South Africa,South Africa,901-950,http://www.unisa.ac.za,robots-disallowed,,robots.txt disallows every candidate path
1419,Universidad Nacional de Córdoba,Argentina,851-900,http://www.unc.edu.ar,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10647,University of Cyberjaya,Malaysia,951-1000,,no-website,,no domain or web field in our dataset
2756,Universidad Externado de Colombia,Colombia,951-1000,http://www.uexternado.edu.co,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10636,Indian Institute of Technology Bhubaneswar (IIT BBS),India,951-1000,,no-website,,no domain or web field in our dataset
6648,University of Lahore,Pakistan,951-1000,http://www.uol.edu.pk,blocked-403,,homepage refuses automated access
7750,Universidad de Oviedo,Spain,901-950,http://www.uniovi.es,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8095,King Mongkut's University of Technology Thonburi,Thailand,901-950,https://www.kmutt.ac.th,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5787,American University of Central Asia,Kyrgyzstan,901-950,http://www.auca.kg,ok,https://www.auca.kg/programs,
7643,University of Maribor,Slovenia,901-950,http://www.um.si,ok,https://www.um.si/en/study/,
10644,Universidad Espíritu Santo (UEES),Ecuador,951-1000,,no-website,,no domain or web field in our dataset
10649,University of Massachusetts - Boston,United States,951-1000,,no-website,,no domain or web field in our dataset
10643,Universidad de Córdoba - España,Spain,951-1000,,no-website,,no domain or web field in our dataset
10637,Ivane Javakhishvili Tbilisi State University,Georgia,951-1000,,no-website,,no domain or web field in our dataset
2466,Huazhong Agricultural University,China,901-950,http://www.hzau.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10642,Universidad Autónoma Metropolitana (UAM),Mexico,951-1000,,no-website,,no domain or web field in our dataset
10640,Rochester Institute of Technology (RIT),United States,951-1000,,no-website,,no domain or web field in our dataset
10638,Kyrgyz-Turkish Manas University,Kyrgyzstan,951-1000,,no-website,,no domain or web field in our dataset
554,Kansas State University,United States,901-950,https://www.k-state.edu,ok,https://www.k-state.edu/academics/,
1100,University of North Texas,United States,901-950,http://www.unt.edu,ok,https://www.unt.edu/academics/programs/,
10641,South Ural State University,Russia,951-1000,,no-website,,no domain or web field in our dataset
5086,Kumamoto University,Japan,951-1000,http://www.kumamoto-u.ac.jp,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8498,University of Salford,United Kingdom,901-950,http://www.salford.ac.uk,blocked-403,,403 on /academics
6524,Sohar University,Oman,951-1000,http://www.soharuni.edu.om,robots-disallowed,,robots.txt disallows every candidate path
2646,Wuhan University of Technology,China,951-1000,http://www.whut.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
461,George Mason University,United States,951-1000,http://www.gmu.edu,blocked-403,,403 on /programs
5209,Okayama University,Japan,951-1000,http://www.okayama-u.ac.jp,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1621,Khazar University,Azerbaijan,951-1000,http://www.khazar.org,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2513,Nanjing Normal University,China,951-1000,http://www.njnu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
323,Clemson University,United States,951-1000,http://www.clemson.edu,ok,https://degrees.clemson.edu/,
7676,North-West University,South Africa,951-1000,http://www.nwu.ac.za,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
831,Saint Louis University,United States,951-1000,http://www.slu.edu,ok,https://catalog.slu.edu/programs/,
5301,Sophia University,Japan,951-1000,http://www.sophia.ac.jp,ok,https://www.sophia.ac.jp/jpn/academics/,
1694,North South University,Bangladesh,951-1000,http://www.northsouth.edu,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2714,Universidad EAFIT,Colombia,951-1000,http://www.eafit.edu.co,ok,https://www.eafit.edu.co/courses,
7966,National Chung Cheng University,"Taiwan, Province of China",951-1000,http://www.ccu.edu.tw,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1643,University of Bahrain,Bahrain,951-1000,http://www.uob.edu.bh,timeout,,homepage ERR:timeout
2788,Universidad de La Sabana,Colombia,951-1000,http://www.unisabana.edu.co,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1392,Universidad de Belgrano,Argentina,951-1000,http://www.ub.edu.ar,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2509,Nanjing Agricultural University,China,951-1000,http://www.njau.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5766,Yeungnam University,South Korea,901-950,http://www.yeungnam.ac.kr,ok,https://www.yeungnam.ac.kr/study/index.do,
6839,Saint Louis University,Philippines,951-1000,http://www.slu.edu.ph,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3773,Athens University of Economics and Business,Greece,951-1000,https://www.aueb.gr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
